school;student;student;normexam;cons;standlrt;girl;avslrt
14;26;26;2;1;0;1;0
14;27;27;0;1;1;1;0
14;28;28;0;1;2;1;0
14;29;29;1;1;1;1;0
14;30;30;-1;1;-1;0;0
14;31;31;-2;1;-2;1;0
14;32;32;-1;1;0;1;0
14;33;33;0;1;0;0;0
14;34;34;-2;1;-1;1;0
14;35;35;0;1;1;1;0
14;36;36;0;1;0;0;0
14;37;37;0;1;1;0;0
14;38;38;-2;1;-1;0;0
14;39;39;0;1;0;1;0
14;40;40;1;1;1;1;0
14;41;41;-2;1;-1;1;0
14;42;42;-2;1;0;1;0
14;43;43;1;1;1;0;0
14;44;44;0;1;0;1;0
14;45;45;-1;1;-1;1;0
14;46;46;0;1;-1;0;0
14;47;47;1;1;1;1;0
14;48;48;1;1;1;0;0
14;49;49;-1;1;-1;1;0
14;50;50;1;1;2;1;0
14;51;51;0;1;1;1;0
14;52;52;-1;1;0;1;0
14;53;53;0;1;1;1;0
14;54;54;-1;1;-1;1;0
14;55;55;0;1;1;0;0
14;56;56;0;1;0;0;0
14;57;57;-1;1;0;0;0
14;58;58;1;1;1;1;0
14;59;59;-1;1;-1;0;0
14;60;60;0;1;0;1;0
14;61;61;-1;1;0;1;0
14;62;62;0;1;2;1;0
14;63;63;-1;1;0;0;0
14;64;64;-1;1;0;1;0
14;65;65;-1;1;1;1;0
14;66;66;1;1;0;1;0
14;67;67;2;1;2;1;0
14;68;68;-1;1;1;0;0
14;69;69;0;1;-1;1;0
14;70;70;2;1;1;1;0
14;71;71;-1;1;1;0;0
14;72;72;-1;1;-1;0;0
14;73;73;0;1;0;0;0
14;74;74;0;1;0;1;0
14;75;75;1;1;1;1;0
14;76;76;1;1;0;0;0
14;77;77;0;1;1;0;0
14;78;78;-1;1;-1;0;0
14;79;79;0;1;0;1;0
14;80;80;1;1;1;1;0
14;81;81;0;1;1;0;0
14;82;82;2;1;2;0;0
14;83;83;0;1;1;0;0
14;84;84;0;1;-1;1;0
14;85;85;0;1;1;0;0
14;86;86;1;1;1;1;0
14;87;87;0;1;-1;0;0
14;88;88;-1;1;0;0;0
14;89;89;0;1;1;1;0
14;90;90;1;1;3;1;0
14;91;91;-1;1;-1;1;0
14;92;92;-1;1;0;1;0
14;93;93;1;1;2;1;0
14;94;94;1;1;2;1;0
14;95;95;1;1;2;1;0
14;96;96;1;1;2;1;0
14;97;97;1;1;0;1;0
14;98;98;-1;1;0;0;0
14;99;99;0;1;1;0;0
14;100;100;-1;1;-2;1;0
14;101;101;0;1;0;0;0
14;102;102;-2;1;0;0;0
14;103;103;0;1;0;0;0
14;104;104;0;1;0;0;0
14;105;105;1;1;-2;0;0
14;106;106;-1;1;-1;0;0
14;107;107;1;1;0;0;0
14;108;108;0;1;0;0;0
14;109;109;-2;1;-2;0;0
14;110;110;-1;1;1;0;0
14;111;111;1;1;2;1;0
14;112;112;1;1;1;1;0
14;113;113;1;1;1;0;0
14;114;114;-1;1;-1;1;0
14;115;115;1;1;0;1;0
14;116;116;0;1;0;1;0
14;117;117;0;1;1;0;0
14;118;118;-1;1;1;0;0
14;119;119;1;1;2;0;0
14;120;120;0;1;-1;1;0
14;121;121;1;1;0;0;0
14;122;122;1;1;2;1;0
14;123;123;1;1;0;1;0
14;124;124;1;1;0;1;0
14;125;125;-1;1;-1;0;0
14;126;126;0;1;1;1;0
14;127;127;0;1;1;0;0
14;128;128;1;1;2;0;0
14;129;129;1;1;1;1;0
14;130;130;0;1;1;1;0
14;131;131;0;1;2;0;0
14;132;132;0;1;0;0;0
14;133;133;0;1;0;0;0
14;134;134;-2;1;-1;1;0
14;135;135;0;1;0;0;0
14;136;136;2;1;2;0;0
14;137;137;0;1;-1;0;0
14;138;138;-2;1;0;1;0
14;139;139;-1;1;0;0;0
14;140;140;1;1;2;1;0
14;141;141;1;1;0;0;0
14;142;142;0;1;1;1;0
14;143;143;0;1;-1;1;0
14;144;144;2;1;1;0;0
14;145;145;0;1;-1;0;0
14;146;146;-2;1;-1;0;0
14;147;147;0;1;0;0;0
14;148;148;1;1;1;1;0
14;149;149;-2;1;-1;0;0
14;150;150;0;1;0;1;0
14;151;151;0;1;-1;0;0
14;152;152;1;1;0;1;0
14;153;153;0;1;0;1;0
14;154;154;2;1;2;0;0
14;155;155;0;1;1;1;0
14;156;156;1;1;1;0;0
14;157;157;1;1;1;1;0
14;158;158;1;1;1;1;0
14;159;159;0;1;1;0;0
14;160;160;1;1;0;0;0
14;161;161;0;1;1;1;0
14;162;162;0;1;0;0;0
14;163;163;0;1;1;1;0
14;164;164;0;1;1;1;0
14;165;165;-1;1;-1;0;0
14;166;166;1;1;1;1;0
14;167;167;-2;1;0;1;0
14;168;168;1;1;1;0;0
14;169;169;-1;1;0;0;0
14;170;170;0;1;0;1;0
14;171;171;-1;1;-1;0;0
14;172;172;-1;1;0;0;0
14;173;173;-1;1;1;1;0
14;174;174;-1;1;0;0;0
14;175;175;1;1;1;0;0
14;176;176;1;1;0;1;0
14;177;177;0;1;0;1;0
14;178;178;2;1;2;1;0
14;179;179;1;1;1;1;0
14;180;180;0;1;-1;0;0
14;181;181;0;1;0;1;0
14;182;182;1;1;0;1;0
14;183;183;0;1;0;0;0
14;184;184;0;1;-1;1;0
14;185;185;1;1;0;1;0
14;186;186;0;1;0;1;0
14;187;187;1;1;0;0;0
14;188;188;0;1;0;1;0
14;189;189;1;1;-1;1;0
14;190;190;-1;1;0;0;0
14;191;191;-1;1;-1;1;0
14;192;192;0;1;1;0;0
14;193;193;0;1;1;0;0
14;194;194;-2;1;0;0;0
14;195;195;-1;1;1;1;0
14;196;196;-2;1;-1;0;0
14;197;197;1;1;1;1;0
14;198;198;1;1;1;0;0
15;1;1;-1;1;-1;1;0
15;2;2;0;1;0;1;0
15;3;3;-1;1;-1;1;0
15;4;4;0;1;0;1;0
15;5;5;0;1;1;0;0
15;6;6;2;1;1;0;0
15;7;7;2;1;2;1;0
15;8;8;0;1;1;0;0
15;9;9;-1;1;1;0;0
15;10;10;2;1;2;0;0
15;11;11;2;1;1;1;0
15;12;12;1;1;0;1;0
15;13;13;0;1;0;1;0
15;14;14;0;1;0;0;0
15;15;15;0;1;0;1;0
15;16;16;0;1;0;1;0
15;17;17;-1;1;-1;0;0
15;18;18;1;1;1;0;0
15;19;19;0;1;-1;0;0
15;20;20;-2;1;-1;1;0
15;21;21;1;1;1;0;0
15;22;22;-1;1;-1;0;0
15;23;23;0;1;0;1;0
15;24;24;-1;1;0;0;0
15;25;25;1;1;1;1;0
15;26;26;0;1;1;0;0
15;27;27;1;1;1;1;0
15;28;28;0;1;1;1;0
15;29;29;0;1;1;1;0
15;30;30;0;1;0;0;0
15;31;31;-1;1;0;0;0
15;32;32;-2;1;0;1;0
15;33;33;0;1;0;0;0
15;34;34;-2;1;-1;0;0
15;35;35;0;1;0;0;0
15;36;36;-1;1;0;1;0
15;37;37;0;1;-1;1;0
15;38;38;1;1;1;1;0
15;39;39;-1;1;0;0;0
15;40;40;-1;1;0;0;0
15;41;41;0;1;1;1;0
15;42;42;0;1;1;1;0
15;43;43;-1;1;-1;0;0
15;44;44;-1;1;-1;1;0
15;45;45;-1;1;-1;1;0
15;46;46;0;1;0;1;0
15;47;47;1;1;0;1;0
15;48;48;0;1;0;1;0
15;49;49;2;1;1;1;0
15;50;50;0;1;-1;0;0
15;51;51;-1;1;0;0;0
15;52;52;-1;1;-1;1;0
15;53;53;0;1;1;1;0
15;54;54;-1;1;-1;0;0
15;55;55;2;1;2;1;0
15;56;56;1;1;1;0;0
15;57;57;-1;1;-1;0;0
15;58;58;-1;1;-1;1;0
15;59;59;0;1;0;1;0
15;60;60;0;1;2;1;0
15;61;61;1;1;1;0;0
15;62;62;2;1;1;0;0
15;63;63;0;1;0;0;0
15;64;64;0;1;0;1;0
15;65;65;0;1;0;0;0
15;66;66;1;1;0;1;0
15;67;67;0;1;0;0;0
15;68;68;1;1;2;0;0
15;69;69;-3;1;-1;0;0
15;70;70;1;1;1;1;0
15;71;71;1;1;1;0;0
15;72;72;-1;1;0;1;0
15;73;73;0;1;0;0;0
15;74;74;-1;1;1;1;0
15;75;75;0;1;0;1;0
15;76;76;-1;1;1;0;0
15;77;77;-1;1;2;0;0
15;78;78;2;1;1;0;0
15;79;79;-1;1;0;1;0
15;80;80;0;1;0;1;0
15;81;81;-2;1;0;0;0
15;82;82;1;1;-1;1;0
15;83;83;1;1;2;0;0
15;84;84;0;1;-1;0;0
15;85;85;1;1;0;0;0
15;86;86;1;1;1;0;0
15;87;87;0;1;1;0;0
15;88;88;-1;1;0;0;0
15;89;89;-1;1;1;0;0
15;90;90;0;1;0;1;0
15;91;91;0;1;1;0;0
16;1;1;0;1;1;1;0
16;2;2;-1;1;0;1;0
16;3;3;1;1;-1;1;0
16;4;4;1;1;1;1;0
16;5;5;1;1;1;1;0
16;6;6;-1;1;1;1;0
16;7;7;0;1;1;1;0
16;8;8;0;1;1;1;0
16;9;9;1;1;2;1;0
16;10;10;0;1;1;1;0
16;11;11;0;1;-1;1;0
16;12;12;-1;1;2;1;0
16;13;13;0;1;1;1;0
16;14;14;0;1;0;1;0
16;15;15;0;1;0;1;0
16;16;16;-2;1;0;1;0
16;17;17;1;1;1;1;0
16;18;18;0;1;1;1;0
16;19;19;-1;1;-1;1;0
16;20;20;0;1;0;1;0
16;21;21;0;1;0;1;0
16;22;22;0;1;1;1;0
16;23;23;0;1;0;1;0
16;24;24;-2;1;0;1;0
16;25;25;-2;1;0;1;0
16;26;26;-1;1;0;1;0
16;27;27;0;1;0;1;0
16;28;28;0;1;1;1;0
16;29;29;-1;1;-1;1;0
16;30;30;0;1;1;1;0
16;31;31;0;1;1;1;0
16;32;32;0;1;1;1;0
16;33;33;0;1;0;1;0
16;34;34;-1;1;-1;1;0
16;35;35;-2;1;-1;1;0
16;36;36;0;1;1;1;0
16;37;37;-2;1;0;1;0
16;38;38;0;1;1;1;0
16;39;39;1;1;0;1;0
16;40;40;-1;1;0;1;0
16;41;41;1;1;1;1;0
16;42;42;-1;1;0;1;0
16;43;43;0;1;1;1;0
16;44;44;-2;1;-1;1;0
16;45;45;-1;1;1;1;0
16;46;46;-1;1;-2;1;0
16;47;47;0;1;0;1;0
16;48;48;-1;1;0;1;0
16;49;49;0;1;1;1;0
16;50;50;0;1;0;1;0
16;51;51;0;1;0;1;0
16;52;52;0;1;-2;1;0
16;53;53;0;1;2;1;0
16;54;54;-1;1;-1;1;0
16;55;55;-1;1;0;1;0
16;56;56;0;1;1;1;0
16;57;57;0;1;0;1;0
16;58;58;1;1;1;1;0
16;59;59;0;1;0;1;0
16;60;60;1;1;1;1;0
16;61;61;1;1;1;1;0
16;62;62;-1;1;0;1;0
16;63;63;0;1;1;1;0
16;64;64;0;1;1;1;0
16;65;65;0;1;0;1;0
16;66;66;1;1;1;1;0
16;67;67;1;1;1;1;0
16;68;68;1;1;1;1;0
16;69;69;-1;1;0;1;0
16;70;70;0;1;0;1;0
16;71;71;0;1;1;1;0
16;72;72;-1;1;-1;1;0
16;73;73;1;1;1;1;0
16;74;74;-1;1;-2;1;0
16;75;75;-1;1;0;1;0
16;76;76;-1;1;0;1;0
16;77;77;0;1;-1;1;0
16;78;78;0;1;1;1;0
16;79;79;0;1;-1;1;0
16;80;80;0;1;2;1;0
16;81;81;-1;1;0;1;0
16;82;82;0;1;1;1;0
16;83;83;-1;1;0;1;0
16;84;84;1;1;1;1;0
16;85;85;-1;1;0;1;0
16;86;86;0;1;1;1;0
16;87;87;0;1;1;1;0
16;88;88;-1;1;-1;1;0
17;1;1;-1;1;-1;1;0
17;2;2;1;1;0;0;0
17;3;3;0;1;1;1;0
17;4;4;-3;1;-2;1;0
17;5;5;0;1;-1;0;0
17;6;6;0;1;-2;0;0
17;7;7;-2;1;-2;0;0
17;8;8;0;1;0;1;0
17;9;9;-1;1;0;1;0
17;10;10;-1;1;-1;1;0
17;11;11;-2;1;-1;1;0
17;12;12;1;1;1;1;0
17;13;13;0;1;-1;1;0
17;14;14;1;1;0;1;0
17;15;15;0;1;-2;1;0
17;16;16;-1;1;0;1;0
17;17;17;1;1;1;0;0
17;18;18;1;1;2;1;0
17;19;19;-1;1;0;1;0
17;20;20;-1;1;-1;0;0
17;21;21;-3;1;-2;1;0
17;22;22;0;1;0;1;0
17;23;23;0;1;0;1;0
17;24;24;0;1;-2;1;0
17;25;25;-1;1;-1;1;0
17;26;26;0;1;0;1;0
17;27;27;0;1;1;0;0
17;28;28;0;1;1;0;0
17;29;29;0;1;-1;0;0
17;30;30;0;1;-1;1;0
17;31;31;0;1;1;1;0
17;32;32;0;1;2;1;0
17;33;33;0;1;0;1;0
17;34;34;-1;1;0;0;0
17;35;35;1;1;0;0;0
17;36;36;-2;1;-2;0;0
17;37;37;1;1;1;1;0
17;38;38;0;1;-2;0;0
17;39;39;0;1;1;1;0
17;40;40;1;1;2;0;0
17;41;41;-1;1;1;1;0
17;42;42;1;1;2;1;0
17;43;43;1;1;0;1;0
17;44;44;0;1;1;1;0
17;45;45;-3;1;-2;1;0
17;46;46;0;1;-1;1;0
17;47;47;-1;1;-1;1;0
17;48;48;-1;1;0;0;0
17;49;49;1;1;1;1;0
17;50;50;0;1;2;0;0
17;51;51;0;1;-1;1;0
17;52;52;0;1;0;1;0
17;53;53;0;1;0;1;0
17;54;54;0;1;1;1;0
17;55;55;-1;1;0;1;0
17;56;56;-1;1;-3;0;0
17;57;57;1;1;1;1;0
17;58;58;1;1;1;1;0
17;59;59;0;1;-1;1;0
17;60;60;1;1;2;1;0
17;61;61;-1;1;0;1;0
17;62;62;0;1;0;1;0
17;63;63;2;1;0;0;0
17;64;64;0;1;-1;1;0
17;65;65;0;1;-2;1;0
17;66;66;0;1;-1;1;0
17;67;67;0;1;0;1;0
17;68;68;-1;1;-1;1;0
17;69;69;0;1;-1;1;0
17;70;70;-1;1;0;0;0
17;71;71;1;1;1;0;0
17;72;72;1;1;1;1;0
17;73;73;0;1;0;1;0
17;74;74;0;1;1;1;0
17;75;75;-1;1;0;1;0
17;76;76;-1;1;0;1;0
17;77;77;0;1;0;1;0
17;78;78;-1;1;-1;0;0
17;79;79;0;1;1;1;0
17;80;80;0;1;1;1;0
17;81;81;0;1;0;1;0
17;82;82;0;1;1;1;0
17;83;83;0;1;0;0;0
17;84;84;-1;1;0;1;0
17;85;85;-2;1;0;0;0
17;86;86;0;1;0;0;0
17;87;87;0;1;-1;1;0
17;88;88;-1;1;-1;1;0
17;89;89;-1;1;-1;1;0
17;90;90;0;1;2;0;0
17;91;91;0;1;2;1;0
17;92;92;-1;1;0;1;0
17;93;93;-1;1;0;0;0
17;94;94;-1;1;1;1;0
17;95;95;1;1;1;1;0
17;96;96;-1;1;0;1;0
17;97;97;-2;1;0;1;0
17;98;98;1;1;0;1;0
17;99;99;-2;1;0;1;0
17;100;100;1;1;0;1;0
17;101;101;1;1;3;1;0
17;102;102;0;1;-1;1;0
17;103;103;0;1;-1;1;0
17;104;104;0;1;0;1;0
17;105;105;0;1;0;1;0
17;106;106;1;1;-1;1;0
17;107;107;1;1;0;1;0
17;108;108;-2;1;-1;1;0
17;109;109;0;1;0;1;0
17;110;110;-1;1;0;1;0
17;111;111;0;1;0;1;0
17;112;112;0;1;0;1;0
17;113;113;1;1;1;1;0
17;114;114;0;1;-2;0;0
17;115;115;0;1;0;1;0
17;116;116;1;1;0;1;0
17;117;117;0;1;1;0;0
17;118;118;0;1;0;1;0
17;119;119;0;1;0;1;0
17;120;120;1;1;1;1;0
17;121;121;0;1;-1;1;0
17;122;122;-1;1;0;1;0
17;123;123;-1;1;-1;0;0
17;124;124;-2;1;-3;0;0
17;125;125;-1;1;0;1;0
17;126;126;-3;1;-2;0;0
18;1;1;-1;1;0;1;0
18;2;2;2;1;2;1;0
18;3;3;-1;1;-1;1;0
18;4;4;0;1;-1;1;0
18;5;5;0;1;1;1;0
18;6;6;1;1;0;1;0
18;7;7;0;1;0;1;0
18;8;8;0;1;0;1;0
18;9;9;-1;1;1;1;0
18;10;10;0;1;0;1;0
18;11;11;1;1;0;1;0
18;12;12;1;1;0;1;0
18;13;13;0;1;0;1;0
18;14;14;-1;1;-1;1;0
18;15;15;-1;1;1;1;0
18;16;16;0;1;1;1;0
18;17;17;0;1;1;1;0
18;18;18;-1;1;0;1;0
18;19;19;0;1;0;1;0
18;20;20;1;1;1;1;0
18;21;21;0;1;0;1;0
18;22;22;0;1;0;1;0
18;23;23;0;1;1;1;0
18;24;24;1;1;0;1;0
18;25;25;0;1;0;1;0
18;26;26;0;1;1;1;0
18;27;27;-1;1;0;1;0
18;28;28;-2;1;0;1;0
18;29;29;0;1;-1;1;0
18;30;30;-1;1;1;1;0
18;31;31;0;1;0;1;0
18;32;32;-1;1;0;1;0
18;33;33;1;1;-1;1;0
18;34;34;-1;1;0;1;0
18;35;35;0;1;-1;1;0
18;36;36;-1;1;-1;1;0
18;37;37;0;1;0;1;0
18;38;38;1;1;0;1;0
18;39;39;2;1;-1;1;0
18;40;40;-1;1;-1;1;0
18;41;41;0;1;1;1;0
18;42;42;1;1;0;1;0
18;43;43;0;1;0;1;0
18;44;44;1;1;1;1;0
18;45;45;0;1;1;1;0
18;46;46;0;1;1;1;0
18;47;47;0;1;0;1;0
18;48;48;0;1;0;1;0
18;49;49;-1;1;1;1;0
18;50;50;0;1;0;1;0
18;51;51;-1;1;-1;1;0
18;52;52;0;1;-1;1;0
18;53;53;0;1;0;1;0
18;54;54;0;1;-1;1;0
18;55;55;-1;1;0;1;0
18;56;56;1;1;0;1;0
18;57;57;-1;1;-1;1;0
18;58;58;1;1;0;1;0
18;59;59;0;1;0;1;0
18;60;60;0;1;0;1;0
18;61;61;1;1;-1;1;0
18;62;62;0;1;-1;1;0
18;63;63;2;1;2;1;0
18;64;64;0;1;1;1;0
18;65;65;0;1;0;1;0
18;66;66;1;1;2;1;0
18;67;67;-1;1;1;1;0
18;68;68;1;1;1;1;0
18;69;69;1;1;0;1;0
18;70;70;1;1;0;1;0
18;71;71;-1;1;0;1;0
18;72;72;1;1;1;1;0
18;73;73;0;1;1;1;0
18;74;74;-1;1;-1;1;0
18;75;75;0;1;1;1;0
18;76;76;-1;1;0;1;0
18;77;77;-1;1;-1;1;0
18;78;78;-1;1;0;1;0
18;79;79;1;1;1;1;0
18;80;80;1;1;1;1;0
18;81;81;1;1;1;1;0
18;82;82;0;1;-1;1;0
18;83;83;-1;1;0;1;0
18;84;84;0;1;1;1;0
18;85;85;1;1;0;1;0
18;86;86;1;1;-2;1;0
18;87;87;-1;1;0;1;0
18;88;88;1;1;0;1;0
18;89;89;0;1;-1;1;0
18;90;90;-2;1;-1;1;0
18;91;91;0;1;0;1;0
18;92;92;-1;1;0;1;0
18;93;93;-1;1;0;1;0
18;94;94;0;1;0;1;0
18;95;95;-2;1;0;1;0
18;96;96;-1;1;0;1;0
18;97;97;0;1;0;1;0
18;98;98;1;1;0;1;0
18;99;99;0;1;-1;1;0
18;100;100;-1;1;0;1;0
18;101;101;1;1;1;1;0
18;102;102;1;1;1;1;0
18;103;103;1;1;0;1;0
18;104;104;0;1;0;1;0
18;105;105;1;1;0;1;0
18;106;106;1;1;1;1;0
18;107;107;1;1;1;1;0
18;108;108;-1;1;0;1;0
18;109;109;0;1;-1;1;0
18;110;110;0;1;0;1;0
18;111;111;0;1;1;1;0
18;112;112;0;1;1;1;0
18;113;113;0;1;0;1;0
18;114;114;0;1;0;1;0
18;115;115;0;1;1;1;0
18;116;116;0;1;1;1;0
18;117;117;-1;1;0;1;0
18;118;118;0;1;0;1;0
18;119;119;1;1;1;1;0
18;120;120;0;1;1;1;0
19;1;1;-2;1;-1;0;0
19;2;2;0;1;1;1;0
19;3;3;0;1;0;0;0
19;4;4;1;1;1;1;0
19;5;5;0;1;1;0;0
19;6;6;2;1;1;1;0
19;7;7;1;1;2;1;0
19;8;8;-1;1;0;0;0
19;9;9;0;1;0;0;0
19;10;10;0;1;1;0;0
19;11;11;0;1;1;0;0
19;12;12;0;1;0;0;0
19;13;13;1;1;0;1;0
19;14;14;-1;1;0;0;0
19;15;15;1;1;1;1;0
19;16;16;-1;1;0;0;0
19;17;17;-1;1;0;0;0
19;18;18;1;1;0;1;0
19;19;19;0;1;0;0;0
19;20;20;1;1;1;0;0
19;21;21;-1;1;1;0;0
19;22;22;-1;1;0;0;0
19;23;23;2;1;1;1;0
19;24;24;1;1;0;1;0
19;25;25;0;1;0;0;0
19;26;26;-1;1;-1;0;0
19;27;27;1;1;1;0;0
19;28;28;-1;1;1;1;0
19;29;29;-1;1;0;1;0
19;30;30;0;1;0;1;0
19;31;31;0;1;0;0;0
19;32;32;0;1;0;0;0
19;33;33;0;1;1;0;0
19;34;34;0;1;0;0;0
19;35;35;0;1;1;1;0
19;36;36;0;1;1;1;0
19;37;37;1;1;1;0;0
19;38;38;0;1;1;0;0
19;39;39;1;1;0;0;0
19;40;40;1;1;1;1;0
19;41;41;1;1;0;0;0
19;42;42;1;1;1;0;0
19;43;43;-1;1;0;0;0
19;44;44;-1;1;-1;0;0
19;45;45;2;1;1;1;0
19;46;46;-1;1;-1;0;0
19;47;47;-1;1;1;1;0
19;48;48;2;1;1;1;0
19;49;49;0;1;1;1;0
19;50;50;0;1;0;1;0
19;51;51;1;1;1;0;0
19;52;52;-2;1;0;1;0
19;53;53;2;1;1;0;0
19;54;54;0;1;0;1;0
19;55;55;-1;1;0;0;0
20;1;1;-1;1;0;0;0
20;2;2;1;1;2;0;0
20;3;3;0;1;1;0;0
20;4;4;0;1;-1;1;0
20;5;5;0;1;0;0;0
20;6;6;1;1;0;1;0
20;7;7;-1;1;0;1;0
20;8;8;2;1;1;1;0
20;9;9;0;1;-1;0;0
20;10;10;0;1;-1;0;0
20;11;11;1;1;0;0;0
20;12;12;-2;1;-1;0;0
20;13;13;0;1;0;1;0
20;14;14;1;1;1;0;0
20;15;15;0;1;-1;1;0
20;16;16;0;1;-1;1;0
20;17;17;1;1;-1;0;0
20;18;18;1;1;2;1;0
20;19;19;0;1;1;1;0
20;20;20;0;1;-1;1;0
20;21;21;1;1;1;0;0
20;22;22;1;1;2;0;0
20;23;23;0;1;0;0;0
20;24;24;0;1;1;1;0
20;25;25;0;1;0;0;0
20;26;26;2;1;2;0;0
20;27;27;2;1;2;1;0
20;28;28;1;1;1;1;0
20;29;29;1;1;0;1;0
20;30;30;1;1;2;1;0
20;31;31;2;1;2;1;0
20;32;32;0;1;1;0;0
20;33;33;1;1;1;0;0
20;34;34;1;1;1;0;0
20;35;35;1;1;1;0;0
20;36;36;1;1;2;0;0
20;37;37;0;1;0;1;0
20;38;38;1;1;-1;0;0
20;39;39;0;1;0;1;0
21;1;1;0;1;-1;1;0
21;2;2;1;1;0;1;0
21;3;3;1;1;-1;1;0
21;4;4;0;1;0;1;0
21;5;5;0;1;0;1;0
21;6;6;0;1;0;1;0
21;7;7;0;1;1;1;0
21;8;8;1;1;1;1;0
21;9;9;0;1;0;1;0
21;10;10;0;1;1;1;0
21;11;11;1;1;0;1;0
21;12;12;0;1;-1;1;0
21;13;13;1;1;1;1;0
21;14;14;1;1;1;1;0
21;15;15;0;1;-1;1;0
21;16;16;1;1;0;1;0
21;17;17;2;1;2;1;0
21;18;18;0;1;0;1;0
21;19;19;1;1;1;1;0
21;20;20;-1;1;0;1;0
21;21;21;1;1;1;1;0
21;22;22;1;1;1;1;0
21;23;23;0;1;0;1;0
21;24;24;-1;1;1;1;0
21;25;25;2;1;2;1;0
21;26;26;0;1;0;1;0
21;27;27;1;1;0;1;0
21;28;28;2;1;2;1;0
21;29;29;0;1;0;1;0
21;30;30;-1;1;-1;1;0
21;31;31;0;1;-1;1;0
21;32;32;1;1;0;1;0
21;33;33;0;1;0;1;0
21;34;34;1;1;0;1;0
21;35;35;1;1;2;1;0
21;36;36;1;1;0;1;0
21;37;37;1;1;1;1;0
21;38;38;0;1;-1;1;0
21;39;39;-1;1;-2;1;0
21;40;40;1;1;0;1;0
21;41;41;1;1;0;1;0
21;42;42;0;1;1;1;0
21;43;43;-1;1;-2;1;0
21;44;44;1;1;1;1;0
21;45;45;0;1;1;1;0
21;46;46;1;1;1;1;0
21;47;47;0;1;-2;1;0
21;48;48;1;1;1;1;0
21;49;49;0;1;-1;1;0
21;50;50;-2;1;-2;1;0
21;51;51;1;1;0;1;0
21;52;52;0;1;1;1;0
21;53;53;0;1;1;1;0
21;54;54;0;1;0;1;0
21;55;55;0;1;-1;1;0
21;56;56;0;1;1;1;0
21;57;57;0;1;0;1;0
21;58;58;-1;1;-1;1;0
21;59;59;1;1;1;1;0
21;60;60;0;1;-1;1;0
21;61;61;1;1;1;1;0
21;62;62;0;1;0;1;0
21;63;63;0;1;0;1;0
21;64;64;0;1;0;1;0
21;65;65;0;1;0;1;0
21;66;66;2;1;0;1;0
21;67;67;0;1;0;1;0
21;68;68;1;1;1;1;0
21;69;69;0;1;1;1;0
21;70;70;2;1;1;1;0
21;71;71;0;1;0;1;0
21;72;72;0;1;1;1;0
21;73;73;0;1;0;1;0
22;1;1;0;1;-1;1;0
22;2;2;2;1;3;0;0
22;3;3;-2;1;0;1;0
22;4;4;1;1;1;0;0
22;5;5;0;1;2;1;0
22;6;6;0;1;1;1;0
22;7;7;0;1;0;1;0
22;8;8;0;1;1;0;0
22;9;9;0;1;-1;0;0
22;10;10;0;1;1;1;0
22;11;11;0;1;0;1;0
22;12;12;-1;1;0;1;0
22;13;13;-1;1;0;1;0
22;14;14;-1;1;0;0;0
22;15;15;0;1;-1;0;0
22;16;16;-1;1;0;0;0
22;17;17;1;1;1;0;0
22;18;18;0;1;0;0;0
22;19;19;-1;1;-1;0;0
22;20;20;1;1;1;1;0
22;21;21;1;1;0;1;0
22;22;22;-2;1;-2;0;0
22;23;23;-1;1;-2;0;0
22;24;24;0;1;0;1;0
22;25;25;0;1;0;0;0
22;26;26;1;1;0;0;0
22;27;27;-1;1;-1;0;0
22;28;28;1;1;0;0;0
22;29;29;1;1;0;0;0
22;30;30;0;1;0;1;0
22;31;31;0;1;0;1;0
22;32;32;0;1;-1;1;0
22;33;33;0;1;1;0;0
22;34;34;0;1;-1;1;0
22;35;35;-1;1;0;0;0
22;36;36;0;1;1;1;0
22;37;37;0;1;-1;0;0
22;38;38;-2;1;-2;0;0
22;39;39;0;1;1;0;0
22;40;40;-2;1;-1;1;0
22;41;41;-1;1;-1;1;0
22;42;42;-1;1;0;0;0
22;43;43;0;1;-1;0;0
22;44;44;-1;1;1;1;0
22;45;45;-1;1;-1;0;0
22;46;46;-1;1;0;0;0
22;47;47;1;1;1;1;0
22;48;48;-1;1;-1;1;0
22;49;49;-1;1;-1;1;0
22;50;50;-1;1;2;0;0
22;51;51;-1;1;0;1;0
22;52;52;-2;1;-1;1;0
22;53;53;0;1;2;1;0
22;54;54;-1;1;1;1;0
22;55;55;-1;1;0;0;0
22;56;56;0;1;2;0;0
22;57;57;1;1;1;1;0
22;58;58;-2;1;-1;0;0
22;59;59;-1;1;-1;0;0
22;60;60;-1;1;0;0;0
22;61;61;0;1;0;1;0
22;62;62;-1;1;-2;0;0
22;63;63;-2;1;-2;0;0
22;64;64;-2;1;-1;1;0
22;65;65;1;1;1;0;0
22;66;66;-2;1;-1;0;0
22;67;67;0;1;1;1;0
22;68;68;0;1;0;1;0
22;69;69;0;1;-2;1;0
22;70;70;-2;1;-1;0;0
22;71;71;-1;1;-1;0;0
22;72;72;-3;1;-1;0;0
22;73;73;-1;1;0;0;0
22;74;74;0;1;0;1;0
22;75;75;0;1;-1;0;0
22;76;76;1;1;2;0;0
22;77;77;0;1;0;1;0
22;78;78;0;1;0;0;0
22;79;79;0;1;1;0;0
22;80;80;-1;1;-1;1;0
